id;subject;question_text;option_a;option_b;option_c;option_d;correct_answer;feedback;level_label;concept_id;concept_confidence
aa7337e2-7e70-463f-a438-38f9f5dcee5f;B5 South Carolina Real Estate;Which form does South Carolina license law require licensees to present to consumers?;South Carolina Broker Agency Listing Agreement;South Carolina Agency Listing Options;South Carolina Disclosure of Real Estate Brokerage Relationships form;South Carolina Disclosure of Real Estate Transactions;C;South Carolina license law requires licensees to explain to real estate consumers the information regarding brokerage relationships at the licensee’s firm. In order to meet this requirement, licensees must present consumers with the South Carolina Disclosure of Real Estate Brokerage Relationships form to consumers;medium;B5.sc_property_disclosure;0.97
d074974e-342c-4b84-b128-d1eb276c5aed;B5 South Carolina Real Estate;Substantive contact occurs when a;customer talks about why he wants to make a purchase;customer asks about sales trends;customer attends an open house;For-sale-by-owner principal places a classified sales ad;A;Substantive contact is a discussion or dialogue between the consumer and the associated licensee moves from casual introductory talk to a meaningful conversation regarding the selling or buying motives or objectives of the seller or buyer, financial qualifications, and other confidential information that if disclosed could harm the consumer’s bargaining position;medium;B5.sc_license_categories_ce;0.97
77527e19-e4d1-496b-8a88-33390a9462e1;B5 South Carolina Real Estate;If a licensee has two competing buyer clients in a single real estate transaction, the;broker-in-charge must assign a designated agent;broker-in-charge must assign a dual agent;licensee must select one client and the other client reverts back to customer status;licensee must give written notice to each client that neither will receive confidential information of the other;D;If a licensee has two competing buyer clients in a single real estate transaction, the licensee must give written notice to each client that neither will receive confidential information of the other;medium;B5.sc_license_categories_ce;0.97
2fc72ec8-60fb-4d8c-b676-01cc47123a12;A2 Real Property;Homeowners associations are empowered to;impose maintenance requirements on home owners in the association.;establish rules that override local municipal ordinances and laws.;evict home owners for non-payment of  taxes on their property.;take a home owners property by eminent domain for the general use of the association.;A;"Homeowners associations (HOAs) are bodies, usually established by developers, that determine rules and regulations for the operation of a housing development. The rules are presented in a Declaration of Covenants, Conditions, and Restrictions (CC&Rs) for the development and in association by-laws. Common regulations include fee obligations, pet restrictions, rental guidelines, maintenance standards, occupancy limits, parking, noise, and required insurance.
An HOA may not impose a rule that conflicts with the law or violates homeowner rights. Infringements of rules and regulations may be enforced by the action of a civil court.";easy;A2.eminent_domain_police_power;0.97
57fa03d8-d386-45c4-804b-49c2c875e4ed;A3 Financing;Who is the recipient of the mortgage insurance payment on an FHA insured loan?;Lending institution;Mortgagor;FHA;State real estate organization;C;Mortgage insurance premiums are paid to the FHA to protect the lender.;easy;A3.loan_types_fha_va;0.99
e6951398-5360-4bc7-aa20-cf4a693562ea;A3 Financing;The lender is not insured or guaranteed against a loss, by reason of the borrower’s default, under which type of loan?;Conventional;GI;VA;FHA;A;Conventional loans do not carry government insurance or guarantees.;easy;A3.loan_types_fha_va;0.98
23da1dab-d12d-4093-b465-dd07d2e130a3;B5 South Carolina Real Estate;What action constitutes informed consent in dual agency?;Each party making an oral statement accepting dual agency;The licensee completing the Informed Consent Form;Each party signing a completed copy of the dual agency agreement required by the Commission;At least one party signing a completed copy of the dual agency agreement required by the Commission;C;Informed consent in dual agency occurs when each party signs a completed copy of the dual agency agreement required by the Commission;medium;B5.sc_license_categories_ce;0.97
29a746bc-cbaa-4606-8ce5-32ed4d93cd99;B5 South Carolina Real Estate;Designated agency is the act of the broker-in-charge assigning;a transactional agent to represent the buyer exclusively;a transactional agent to represent the seller exclusively;the same affiliated licensee as a designated agent to represent both clients in the same transaction;two affiliated licensees as designated agents, each one exclusively representing the different clients in the same transaction;D;A broker-in-charge may assign different affiliated licensees as designated agents to represent exclusively different clients in the same transaction. Buyers and sellers must give informed consent to enter into designated agency relationships;medium;B5.sc_license_categories_ce;0.97
b5262af4-2812-42f9-a81c-8e4442b81565;B5 South Carolina Real Estate;When a buyer and seller are represented by designated agents, the broker-in-charge is a;designated broker;special agent;transaction broker;dual agent;D;When a buyer and seller are represented by designated agents, the broker-in-charge is a dual agent;medium;B5.general;0.45
839a9ab1-ef1e-4ad0-a836-54a9b4278606;B5 South Carolina Real Estate;A transaction broker should disclose his or her agency relationship to the transaction principals;upon first substantive contact;upon completion of the listing agreement;immediately following completion of any offer;upon initial contact of any kind;A;The agent must provide written notice to all parties or their agents on first becoming a transaction broker or on the first substantive contact, whichever comes first;medium;B5.first_substantive_contact;0.96
